Type,Days for shipping (real),Days for shipment (scheduled),Order Region,Delivery Status,Late_delivery_risk,Category Name,Customer City,Order Item Total
TRANSFER,2,4,Western Europe,Shipping canceled,0,Shop By Sport,Hialeah,158.3600006
TRANSFER,3,4,Western Europe,Shipping canceled,0,Women's Apparel,New York,196.0
TRANSFER,3,4,Western Europe,Shipping canceled,0,Women's Apparel,Chicago,189.0
TRANSFER,2,4,Western Europe,Shipping canceled,0,Women's Apparel,Hialeah,182.0
TRANSFER,6,4,Western Europe,Shipping canceled,0,Women's Apparel,Redmond,174.0
TRANSFER,4,4,Western Europe,Shipping canceled,0,Women's Apparel,Santa Ana,250.0
TRANSFER,2,4,Western Europe,Shipping canceled,0,Women's Apparel,Duluth,237.5
TRANSFER,3,4,Western Europe,Shipping canceled,0,Shop By Sport,Highland,163.9600067
TRANSFER,6,4,Western Europe,Shipping canceled,0,Electronics,Chicago,239.9499969
TRANSFER,4,4,Western Europe,Shipping on time,0,As Seen on  TV!,Austin,499.9500122
TRANSFER,6,4,Western Europe,Late delivery,1,Cardio Equipment,Chicago,147.0
TRANSFER,5,4,Western Europe,Late delivery,1,Cardio Equipment,Far Rockaway,484.9500122
TRANSFER,4,4,Western Europe,Shipping on time,0,Cardio Equipment,Brooklyn,484.9500122
TRANSFER,5,4,Western Europe,Late delivery,1,Cardio Equipment,Lawrence,474.9500122
TRANSFER,4,4,Western Europe,Shipping on time,0,Electronics,Pompano Beach,145.5500031
TRANSFER,2,4,Western Europe,Advance shipping,0,Cardio Equipment,Lawrence,419.9599915
TRANSFER,3,4,Western Europe,Advance shipping,0,Cardio Equipment,Holland,399.9599915
TRANSFER,6,4,Western Europe,Late delivery,1,Cleats,Riverside,299.9500122
TRANSFER,3,4,Western Europe,Advance shipping,0,Cleats,New Orleans,293.9500122
TRANSFER,2,4,Western Europe,Advance shipping,0,Cleats,Saint Louis,293.9500122
TRANSFER,6,4,Western Europe,Late delivery,1,Cleats,Fort Washington,284.9500122
TRANSFER,5,4,Western Europe,Late delivery,1,Cleats,Yonkers,283.4500122
TRANSFER,6,4,Western Europe,Late delivery,1,Cleats,Albuquerque,278.9500122
TRANSFER,3,4,Western Europe,Advance shipping,0,Cleats,Newark,251.9600067
TRANSFER,5,4,Western Europe,Late delivery,1,Women's Apparel,Round Rock,247.5
TRANSFER,3,4,Western Europe,Advance shipping,0,Women's Apparel,Bakersfield,245.0
TRANSFER,6,4,Western Europe,Late delivery,1,Women's Apparel,Levittown,240.0
TRANSFER,4,4,Western Europe,Shipping on time,0,Women's Apparel,Fullerton,236.25
TRANSFER,4,4,Western Europe,Shipping on time,0,Women's Apparel,Brooklyn,232.5
TRANSFER,2,4,Western Europe,Advance shipping,0,Women's Apparel,Brooklyn,232.5
TRANSFER,2,4,Western Europe,Advance shipping,0,Women's Apparel,Middletown,225.0
TRANSFER,3,4,Western Europe,Advance shipping,0,Women's Apparel,Oceanside,217.5
TRANSFER,5,4,Western Europe,Late delivery,1,Women's Apparel,Glendale,207.5
TRANSFER,2,4,Western Europe,Advance shipping,0,Women's Apparel,Ridgewood,200.0
TRANSFER,4,4,Western Europe,Shipping on time,0,Electronics,Pompano Beach,148.75
TRANSFER,4,4,Western Europe,Shipping on time,0,Accessories,Fresno,106.2099991
TRANSFER,5,4,Western Europe,Late delivery,1,Cardio Equipment,Chillicothe,499.9500122
TRANSFER,5,4,Western Europe,Late delivery,1,Cardio Equipment,Los Angeles,484.9500122
TRANSFER,2,4,Western Europe,Advance shipping,0,Electronics,Potomac,132.9499969
TRANSFER,5,4,Western Europe,Late delivery,1,Cardio Equipment,Columbus,439.9599915
TRANSFER,3,4,Western Europe,Advance shipping,0,Cardio Equipment,San Antonio,419.9599915
TRANSFER,2,4,Western Europe,Advance shipping,0,Cardio Equipment,Pekin,409.9599915
TRANSFER,5,4,Western Europe,Late delivery,1,Cleats,Grand Prairie,296.9500122
TRANSFER,3,4,Western Europe,Advance shipping,0,Cleats,Tempe,293.9500122
TRANSFER,5,4,Western Europe,Late delivery,1,Cleats,Laguna Niguel,293.9500122
TRANSFER,6,4,Western Europe,Late delivery,1,Cleats,Newark,290.9500122
TRANSFER,2,4,Western Europe,Advance shipping,0,Cleats,Saint Louis,283.4500122
TRANSFER,6,4,Western Europe,Late delivery,1,Cleats,Simi Valley,278.9500122
TRANSFER,6,4,Western Europe,Late delivery,1,Cleats,Chicago,278.9500122
TRANSFER,5,4,Western Europe,Late delivery,1,Cleats,Riverside,263.9599915
TRANSFER,3,4,Western Europe,Advance shipping,0,Cleats,Ontario,260.9599915
TRANSFER,3,4,Western Europe,Advance shipping,0,Cleats,Ypsilanti,239.9600067
TRANSFER,2,4,Western Europe,Advance shipping,0,Shop By Sport,Canton,193.9499969
TRANSFER,3,4,Western Europe,Advance shipping,0,Women's Apparel,Hanover,240.0
TRANSFER,4,4,Western Europe,Shipping on time,0,Shop By Sport,Greenville,181.9499969
TRANSFER,6,4,Western Europe,Late delivery,1,Women's Apparel,Diamond Bar,220.0
TRANSFER,6,4,Western Europe,Late delivery,1,Women's Apparel,Simi Valley,220.0
TRANSFER,4,4,Western Europe,Shipping on time,0,Women's Apparel,Chicago,212.5
TRANSFER,4,4,Western Europe,Shipping on time,0,Women's Apparel,Chula Vista,207.5
TRANSFER,2,4,Western Europe,Advance shipping,0,Women's Apparel,Valrico,207.5
TRANSFER,2,4,Western Europe,Advance shipping,0,Women's Apparel,Fayetteville,187.5
TRANSFER,4,4,Western Europe,Shipping on time,0,Electronics,Glendale,134.3600006
TRANSFER,2,4,Western Europe,Shipping canceled,0,Cardio Equipment,Cumberland,499.9500122
TRANSFER,5,4,Western Europe,Shipping canceled,0,Cleats,Baltimore,248.9600067
TRANSFER,3,4,Western Europe,Shipping canceled,0,Women's Apparel,San Diego,220.0
TRANSFER,2,4,Western Europe,Shipping canceled,0,Women's Apparel,Cumberland,210.0
PAYMENT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Caguas,419.9599915
PAYMENT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Caguas,409.9599915
PAYMENT,4,4,Western Europe,Shipping on time,0,Cleats,Caguas,296.9500122
PAYMENT,5,4,Western Europe,Late delivery,1,Cleats,Caguas,287.9500122
PAYMENT,2,4,Western Europe,Advance shipping,0,Cleats,Caguas,284.9500122
PAYMENT,2,4,Western Europe,Advance shipping,0,Cleats,Caguas,254.9600067
PAYMENT,4,4,Western Europe,Shipping on time,0,Cleats,Caguas,251.9600067
PAYMENT,3,4,Western Europe,Advance shipping,0,Cleats,Caguas,224.9600067
PAYMENT,5,4,Western Europe,Late delivery,1,Cleats,Caguas,224.9600067
PAYMENT,3,4,Western Europe,Advance shipping,0,Women's Apparel,Caguas,240.0
PAYMENT,6,4,Western Europe,Late delivery,1,Shop By Sport,Caguas,189.9499969
PAYMENT,5,4,Western Europe,Late delivery,1,Shop By Sport,Caguas,189.9499969
PAYMENT,3,4,Western Europe,Advance shipping,0,Women's Apparel,Caguas,236.25
PAYMENT,2,4,Western Europe,Advance shipping,0,Women's Apparel,Caguas,227.5
PAYMENT,6,4,Western Europe,Late delivery,1,Shop By Sport,Caguas,179.9600067
PAYMENT,6,4,Western Europe,Late delivery,1,Women's Apparel,Caguas,225.0
PAYMENT,4,4,Western Europe,Shipping on time,0,Women's Apparel,Caguas,217.5
PAYMENT,6,4,Western Europe,Late delivery,1,Women's Apparel,Caguas,217.5
PAYMENT,2,4,Western Europe,Advance shipping,0,Women's Apparel,Caguas,210.0
PAYMENT,2,4,Western Europe,Advance shipping,0,Girls' Apparel,Caguas,163.9600067
PAYMENT,5,4,Western Europe,Late delivery,1,Shop By Sport,Caguas,163.9600067
PAYMENT,4,4,Western Europe,Shipping on time,0,Shop By Sport,Caguas,159.9600067
PAYMENT,2,4,Western Europe,Advance shipping,0,Shop By Sport,Caguas,159.9600067
TRANSFER,2,1,Western Europe,Shipping canceled,0,Men's Footwear,Caguas,109.1900024
TRANSFER,2,1,Western Europe,Late delivery,1,Consumer Electronics,Caguas,238.9700012
TRANSFER,2,1,Western Europe,Late delivery,1,Men's Footwear,Caguas,127.3899994
TRANSFER,2,1,Western Europe,Late delivery,1,Men's Footwear,Caguas,122.8399963
TRANSFER,2,1,Western Europe,Late delivery,1,Men's Footwear,Caguas,120.8899994
TRANSFER,2,1,Western Europe,Late delivery,1,Men's Footwear,Caguas,120.8899994
TRANSFER,2,1,Western Europe,Late delivery,1,Men's Footwear,Caguas,114.3899994
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,52.18999863
TRANSFER,2,1,Western Europe,Late delivery,1,Children's Clothing,Caguas,296.3900146
TRANSFER,2,1,Western Europe,Late delivery,1,Men's Footwear,Caguas,107.8899994
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,299.980011
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,296.980011
TRANSFER,2,1,Western Europe,Late delivery,1,Fishing,Caguas,395.980011
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,290.980011
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,239.9799957
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,224.9900055
TRANSFER,2,1,Western Europe,Late delivery,1,Cameras ,Caguas,420.3999939
TRANSFER,2,1,Western Europe,Late delivery,1,Men's Footwear,Caguas,114.3899994
TRANSFER,2,1,Western Europe,Late delivery,1,Men's Footwear,Caguas,103.9899979
TRANSFER,2,1,Western Europe,Late delivery,1,Shop By Sport,Caguas,39.18999863
TRANSFER,2,1,Western Europe,Late delivery,1,Shop By Sport,Caguas,185.9900055
TRANSFER,2,1,Western Europe,Late delivery,1,Women's Apparel,Caguas,44.0
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,278.980011
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,272.980011
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,272.980011
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,260.980011
TRANSFER,2,1,Western Europe,Late delivery,1,Camping & Hiking,Caguas,254.9799957
TRANSFER,2,1,Western Europe,Late delivery,1,Books ,Caguas,30.14999962
TRANSFER,2,1,Western Europe,Late delivery,1,DVDs,Trujillo Alto,156.1600037
TRANSFER,2,1,Western Europe,Late delivery,1,CDs ,Caguas,10.5
TRANSFER,2,1,Western Europe,Shipping canceled,0,Women's Apparel,Caguas,49.5
TRANSFER,2,1,Western Europe,Shipping canceled,0,Fishing,Caguas,371.980011
TRANSFER,2,1,Western Europe,Shipping canceled,0,Camping & Hiking,Caguas,254.9799957
TRANSFER,2,1,Western Europe,Shipping canceled,0,Cardio Equipment,Caguas,169.9799957
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,111.5800018
TRANSFER,2,1,Western Europe,Late delivery,1,Shop By Sport,Caguas,78.37999725
TRANSFER,2,1,Western Europe,Late delivery,1,Women's Apparel,Caguas,96.0
TRANSFER,2,1,Western Europe,Late delivery,1,Women's Apparel,Caguas,88.0
TRANSFER,2,1,Western Europe,Late delivery,1,Women's Apparel,Caguas,80.0
TRANSFER,2,1,Western Europe,Late delivery,1,Cardio Equipment,Caguas,191.9799957
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,111.5800018
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,104.3799973
TRANSFER,2,1,Western Europe,Shipping canceled,0,Shop By Sport,Caguas,113.9700012
TRANSFER,2,1,Western Europe,Late delivery,1,Cardio Equipment,Caguas,272.9700012
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,167.3699951
TRANSFER,2,1,Western Europe,Late delivery,1,Women's Apparel,Caguas,150.0
TRANSFER,2,1,Western Europe,Late delivery,1,Golf Balls,Caguas,56.97000122
TRANSFER,2,1,Western Europe,Late delivery,1,Electronics,Caguas,75.5699997
TRANSFER,2,1,Western Europe,Late delivery,1,Cardio Equipment,Caguas,239.9799957
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,170.9700012
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,170.0700073
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,143.9799957
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,218.3600006
TRANSFER,2,1,Western Europe,Late delivery,1,Shop By Sport,Caguas,156.7599945
TRANSFER,2,1,Western Europe,Late delivery,1,Accessories,Caguas,83.97000122
TRANSFER,2,1,Western Europe,Shipping canceled,0,Cleats,Caguas,201.5700073
TRANSFER,2,1,Western Europe,Shipping canceled,0,Shop By Sport,Caguas,148.7599945
TRANSFER,2,1,Western Europe,Late delivery,1,Cleats,Caguas,283.4500122
TRANSFER,2,1,Western Europe,Late delivery,1,Women's Apparel,Caguas,237.5
TRANSFER,2,1,Western Europe,Late delivery,1,Women's Apparel,Caguas,227.5
TRANSFER,2,1,Western Europe,Late delivery,1,Women's Apparel,Caguas,187.5
TRANSFER,2,1,Western Europe,Shipping canceled,0,Cleats,Caguas,245.9600067
TRANSFER,0,0,Western Europe,Shipping on time,0,Men's Footwear,Caguas,127.3899994
TRANSFER,0,0,Western Europe,Shipping on time,0,Men's Footwear,Caguas,122.8399963
TRANSFER,1,0,Western Europe,Late delivery,1,Women's Apparel,Caguas,48.0
TRANSFER,0,0,Western Europe,Shipping on time,0,Women's Apparel,Caguas,45.5
TRANSFER,1,0,Western Europe,Late delivery,1,Shop By Sport,Caguas,26.10000038
TRANSFER,0,0,Western Europe,Shipping on time,0,Camping & Hiking,Caguas,272.980011
TRANSFER,1,0,Western Europe,Late delivery,1,Fishing,Caguas,331.980011
TRANSFER,1,0,Western Europe,Late delivery,1,Cardio Equipment,Caguas,95.98999786
TRANSFER,1,0,Western Europe,Late delivery,1,Camping & Hiking,Caguas,290.980011
TRANSFER,1,0,Western Europe,Late delivery,1,Cleats,Caguas,95.98000336
TRANSFER,1,0,Western Europe,Late delivery,1,Women's Apparel,Caguas,90.0
TRANSFER,1,0,Western Europe,Late delivery,1,Cardio Equipment,Caguas,173.9799957
TRANSFER,0,0,Western Europe,Shipping on time,0,Cleats,Caguas,98.37999725
TRANSFER,0,0,Western Europe,Shipping on time,0,Shop By Sport,Caguas,66.37999725
TRANSFER,0,0,Western Europe,Shipping on time,0,Shop By Sport,Caguas,116.3700027
TRANSFER,0,0,Western Europe,Shipping on time,0,Soccer,Caguas,218.3699951
TRANSFER,1,0,Western Europe,Late delivery,1,Women's Apparel,Caguas,135.0
TRANSFER,1,0,Western Europe,Late delivery,1,Accessories,Caguas,61.47999954
TRANSFER,0,0,Western Europe,Shipping on time,0,Shop By Sport,Caguas,169.9600067
TRANSFER,4,2,Western Europe,Shipping canceled,0,Men's Footwear,Caguas,110.4899979
TRANSFER,4,2,Western Europe,Shipping canceled,0,Women's Apparel,Caguas,45.0
TRANSFER,6,2,Western Europe,Shipping canceled,0,Women's Apparel,Caguas,37.5
TRANSFER,6,2,Western Europe,Shipping canceled,0,Fishing,Caguas,347.980011
TRANSFER,6,2,Western Europe,Shipping canceled,0,Camping & Hiking,Caguas,248.9799957
TRANSFER,5,2,Western Europe,Shipping canceled,0,DVDs,Caguas,139.7200012
TRANSFER,6,2,Western Europe,Late delivery,1,Cameras ,Caguas,433.9599915
TRANSFER,2,2,Western Europe,Shipping on time,0,Computers,Caguas,1440.0
TRANSFER,5,2,Western Europe,Late delivery,1,Basketball,Caguas,284.9899902
TRANSFER,2,2,Western Europe,Shipping on time,0,Cardio Equipment,Caguas,83.98999786
TRANSFER,3,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,129.9900055
TRANSFER,5,2,Western Europe,Late delivery,1,Cleats,Caguas,287.9899902
TRANSFER,2,2,Western Europe,Shipping on time,0,Men's Footwear,Caguas,124.7900009
TRANSFER,5,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,116.9899979
TRANSFER,3,2,Western Europe,Late delivery,1,Children's Clothing,Caguas,310.6799927
TRANSFER,2,2,Western Europe,Shipping on time,0,Men's Footwear,Caguas,110.4899979
TRANSFER,5,2,Western Europe,Late delivery,1,Cleats,Caguas,47.99000168
TRANSFER,3,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,97.48999786
TRANSFER,4,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,97.48999786
TRANSFER,3,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,97.48999786
TRANSFER,5,2,Western Europe,Late delivery,1,Shop By Sport,Caguas,39.99000168
TRANSFER,5,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,42.0
TRANSFER,6,2,Western Europe,Late delivery,1,Shop By Sport,Caguas,29.98999977
TRANSFER,3,2,Western Europe,Late delivery,1,Camping & Hiking,Caguas,299.980011
TRANSFER,3,2,Western Europe,Late delivery,1,Hunting & Shooting,Caguas,145.4900055
TRANSFER,5,2,Western Europe,Late delivery,1,Fishing,Caguas,383.980011
TRANSFER,6,2,Western Europe,Late delivery,1,Fishing,Caguas,379.980011
TRANSFER,3,2,Western Europe,Late delivery,1,Camping & Hiking,Caguas,239.9799957
TRANSFER,3,2,Western Europe,Late delivery,1,Camping & Hiking,Caguas,224.9900055
TRANSFER,3,2,Western Europe,Late delivery,1,Fishing,Caguas,299.9899902
TRANSFER,3,2,Western Europe,Late delivery,1,Cameras ,Caguas,443.0
TRANSFER,6,2,Western Europe,Late delivery,1,Electronics,Caguas,26.54999924
TRANSFER,2,2,Western Europe,Shipping on time,0,Cleats,Caguas,58.79000092
TRANSFER,6,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,124.7900009
TRANSFER,6,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,116.9899979
TRANSFER,3,2,Western Europe,Late delivery,1,Crafts,Caguas,406.1000061
TRANSFER,6,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,114.3899994
TRANSFER,4,2,Western Europe,Late delivery,1,Children's Clothing,Caguas,310.6799927
TRANSFER,6,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,113.0899963
TRANSFER,6,2,Western Europe,Late delivery,1,Men's Footwear,Caguas,110.4899979
TRANSFER,5,2,Western Europe,Late delivery,1,Camping & Hiking,Caguas,299.980011
TRANSFER,4,2,Western Europe,Late delivery,1,Camping & Hiking,Caguas,293.980011
TRANSFER,6,2,Western Europe,Late delivery,1,Camping & Hiking,Caguas,284.980011
TRANSFER,3,2,Western Europe,Late delivery,1,Camping & Hiking,Caguas,278.980011
TRANSFER,5,2,Western Europe,Late delivery,1,Fishing,Caguas,371.980011
TRANSFER,3,2,Western Europe,Late delivery,1,Fishing,Caguas,339.980011
TRANSFER,2,2,Western Europe,Shipping on time,0,Fishing,Caguas,335.980011
TRANSFER,6,2,Western Europe,Late delivery,1,Hunting & Shooting,Caguas,122.9899979
TRANSFER,6,2,Western Europe,Shipping canceled,0,Camping & Hiking,Caguas,269.980011
TRANSFER,2,2,Western Europe,Shipping canceled,0,Fishing,Caguas,331.980011
TRANSFER,5,2,Western Europe,Late delivery,1,Electronics,Caguas,60.45999908
TRANSFER,2,2,Western Europe,Shipping on time,0,Women's Apparel,Caguas,90.0
TRANSFER,5,2,Western Europe,Late delivery,1,Cardio Equipment,Caguas,169.9799957
TRANSFER,2,2,Western Europe,Shipping on time,0,Cleats,Caguas,109.1800003
TRANSFER,6,2,Western Europe,Late delivery,1,Cleats,Caguas,100.7799988
TRANSFER,6,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,96.0
TRANSFER,6,2,Western Europe,Shipping canceled,0,Cardio Equipment,Caguas,251.9700012
TRANSFER,3,2,Western Europe,Late delivery,1,Baseball & Softball,Caguas,100.7699966
TRANSFER,3,2,Western Europe,Late delivery,1,Cardio Equipment,Caguas,254.9700012
TRANSFER,6,2,Western Europe,Late delivery,1,Cleats,Caguas,147.5800018
TRANSFER,6,2,Western Europe,Late delivery,1,Girls' Apparel,Caguas,117.5699997
TRANSFER,6,2,Western Europe,Late delivery,1,Cardio Equipment,Caguas,269.9700012
TRANSFER,6,2,Western Europe,Late delivery,1,Cleats,Caguas,178.1699982
TRANSFER,4,2,Western Europe,Late delivery,1,Cleats,Caguas,161.9700012
TRANSFER,5,2,Western Europe,Late delivery,1,Cleats,Caguas,156.5700073
TRANSFER,2,2,Western Europe,Shipping on time,0,Women's Apparel,Caguas,150.0
TRANSFER,3,2,Western Europe,Late delivery,1,Shop By Sport,Caguas,113.9700012
TRANSFER,5,2,Western Europe,Late delivery,1,Shop By Sport,Caguas,104.3700027
TRANSFER,5,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,130.5
TRANSFER,6,2,Western Europe,Late delivery,1,Accessories,Caguas,65.97000122
TRANSFER,6,2,Western Europe,Shipping canceled,0,Electronics,Caguas,76.77999878
TRANSFER,6,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,200.0
TRANSFER,5,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,200.0
TRANSFER,3,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,192.0
TRANSFER,6,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,150.0
TRANSFER,2,2,Western Europe,Shipping on time,0,Tennis & Racquet,Caguas,170.9600067
TRANSFER,5,2,Western Europe,Late delivery,1,Electronics,Caguas,102.3700027
TRANSFER,6,2,Western Europe,Shipping canceled,0,Cleats,Caguas,239.9600067
TRANSFER,4,2,Western Europe,Late delivery,1,Cleats,Caguas,239.9600067
TRANSFER,4,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,245.0
TRANSFER,3,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,236.25
TRANSFER,3,2,Western Europe,Late delivery,1,Shop By Sport,Caguas,165.9600067
TRANSFER,3,2,Western Europe,Late delivery,1,Shop By Sport,Caguas,163.9600067
TRANSFER,6,2,Western Europe,Late delivery,1,Cleats,Caguas,299.9500122
TRANSFER,2,2,Western Europe,Shipping on time,0,Cleats,Caguas,278.9500122
TRANSFER,6,2,Western Europe,Late delivery,1,Cleats,Caguas,224.9600067
TRANSFER,6,2,Western Europe,Late delivery,1,Shop By Sport,Caguas,197.9499969
TRANSFER,6,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,227.5
TRANSFER,3,2,Western Europe,Late delivery,1,Women's Apparel,Caguas,220.0
TRANSFER,2,2,Western Europe,Shipping on time,0,Shop By Sport,Caguas,165.9600067
TRANSFER,2,2,Western Europe,Shipping canceled,0,Shop By Sport,Caguas,197.9499969
TRANSFER,6,2,Western Europe,Shipping canceled,0,Shop By Sport,Caguas,195.9499969
TRANSFER,4,4,Western Europe,Shipping canceled,0,Cardio Equipment,Caguas,79.98999786
TRANSFER,2,4,Western Europe,Shipping canceled,0,Men's Footwear,Caguas,120.8899994
TRANSFER,4,4,Western Europe,Shipping canceled,0,Men's Footwear,Caguas,113.0899963
TRANSFER,4,4,Western Europe,Shipping canceled,0,Men's Footwear,Caguas,109.1900024
TRANSFER,5,4,Western Europe,Shipping canceled,0,Men's Footwear,Caguas,97.48999786
TRANSFER,2,4,Western Europe,Shipping canceled,0,Fishing,Caguas,387.980011
TRANSFER,5,4,Western Europe,Shipping canceled,0,Fishing,Caguas,359.980011
TRANSFER,2,4,Western Europe,Shipping canceled,0,Fishing,Caguas,351.980011
TRANSFER,5,4,Western Europe,Shipping canceled,0,Camping & Hiking,Caguas,260.980011
TRANSFER,3,4,Western Europe,Advance shipping,0,Computers,Caguas,1417.5
TRANSFER,3,4,Western Europe,Advance shipping,0,Cameras ,Caguas,339.0299988
TRANSFER,4,4,Western Europe,Shipping on time,0,Cardio Equipment,Caguas,97.98999786
TRANSFER,3,4,Western Europe,Advance shipping,0,Strength Training,Caguas,154.9799957
TRANSFER,3,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,129.9900055
TRANSFER,3,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,127.3899994
TRANSFER,2,4,Western Europe,Advance shipping,0,Cleats,Caguas,58.18999863
TRANSFER,3,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,124.7900009
TRANSFER,6,4,Western Europe,Late delivery,1,Men's Footwear,Caguas,123.4899979
TRANSFER,2,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,122.8399963
TRANSFER,2,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,122.8399963
TRANSFER,2,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,120.8899994
TRANSFER,5,4,Western Europe,Late delivery,1,Men's Footwear,Caguas,120.8899994
TRANSFER,4,4,Western Europe,Shipping on time,0,Children's Clothing,Caguas,321.3900146
TRANSFER,6,4,Western Europe,Late delivery,1,Men's Footwear,Caguas,116.9899979
TRANSFER,3,4,Western Europe,Advance shipping,0,Cleats,Caguas,52.79000092
TRANSFER,5,4,Western Europe,Late delivery,1,Men's Footwear,Caguas,114.3899994
TRANSFER,2,4,Western Europe,Advance shipping,0,Cleats,Caguas,52.18999863
TRANSFER,5,4,Western Europe,Late delivery,1,Cleats,Caguas,52.18999863
TRANSFER,6,4,Western Europe,Late delivery,1,Men's Footwear,Caguas,110.4899979
TRANSFER,4,4,Western Europe,Shipping on time,0,Men's Footwear,Caguas,110.4899979
TRANSFER,3,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,110.4899979
TRANSFER,2,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,109.1900024
TRANSFER,4,4,Western Europe,Shipping on time,0,Men's Footwear,Caguas,106.5899963
TRANSFER,2,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,103.9899979
TRANSFER,2,4,Western Europe,Advance shipping,0,Men's Footwear,Caguas,97.48999786
TRANSFER,3,4,Western Europe,Advance shipping,0,Shop By Sport,Caguas,32.79000092
TRANSFER,5,4,Western Europe,Late delivery,1,Camping & Hiking,Caguas,299.980011
TRANSFER,3,4,Western Europe,Advance shipping,0,Fishing,Caguas,391.980011
TRANSFER,3,4,Western Europe,Advance shipping,0,Fishing,Caguas,387.980011
TRANSFER,5,4,Western Europe,Late delivery,1,Fishing,Caguas,383.980011
TRANSFER,6,4,Western Europe,Late delivery,1,Camping & Hiking,Caguas,283.480011
TRANSFER,4,4,Western Europe,Shipping on time,0,Camping & Hiking,Caguas,278.980011
TRANSFER,5,4,Western Europe,Late delivery,1,Fishing,Caguas,371.980011
TRANSFER,2,4,Western Europe,Advance shipping,0,Fishing,Caguas,363.980011
TRANSFER,3,4,Western Europe,Advance shipping,0,Fishing,Caguas,359.980011
TRANSFER,5,4,Western Europe,Late delivery,1,Camping & Hiking,Caguas,254.9799957
TRANSFER,3,4,Western Europe,Advance shipping,0,Camping & Hiking,Caguas,254.9799957
TRANSFER,2,4,Western Europe,Advance shipping,0,Camping & Hiking,Caguas,251.9799957
TRANSFER,6,4,Western Europe,Late delivery,1,Camping & Hiking,Caguas,248.9799957
TRANSFER,4,4,Western Europe,Shipping on time,0,Fishing,Caguas,331.980011
TRANSFER,5,4,Western Europe,Late delivery,1,Camping & Hiking,Caguas,245.9799957
TRANSFER,4,4,Western Europe,Shipping on time,0,DVDs,Caguas,139.7200012
TRANSFER,2,4,Western Europe,Advance shipping,0,Computers,Caguas,1485.0
TRANSFER,4,4,Western Europe,Shipping on time,0,Computers,Caguas,1485.0
TRANSFER,6,4,Western Europe,Late delivery,1,Computers,Caguas,1455.0
TRANSFER,2,4,Western Europe,Advance shipping,0,Cameras ,Caguas,370.6700134
TRANSFER,5,4,Western Europe,Late delivery,1,Baseball & Softball,Caguas,119.9899979
TRANSFER,3,4,Western Europe,Advance shipping,0,Cardio Equipment,Caguas,86.98999786
